trial_id,task,condition,repetition,input_sequence_id,video_file,frame_log_file,contact_log_file
DK_11,DoorKnocking,Ours,1,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_Ours_R01_Screen.mp4,04_trial_logs/FrameLog_DK_11.csv,05_contact_event_logs/ContactEvent_DK_11.csv
DK_12,DoorKnocking,Ours,2,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_Ours_R02_Screen.mp4,04_trial_logs/FrameLog_DK_12.csv,05_contact_event_logs/ContactEvent_DK_12.csv
DK_13,DoorKnocking,Ours,3,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_Ours_R03_Screen.mp4,04_trial_logs/FrameLog_DK_13.csv,05_contact_event_logs/ContactEvent_DK_13.csv
DK_14,DoorKnocking,Ours,4,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_Ours_R04_Screen.mp4,04_trial_logs/FrameLog_DK_14.csv,05_contact_event_logs/ContactEvent_DK_14.csv
DK_15,DoorKnocking,Ours,5,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_Ours_R05_Screen.mp4,04_trial_logs/FrameLog_DK_15.csv,05_contact_event_logs/ContactEvent_DK_15.csv
DK_16,DoorKnocking,LowGain,1,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_LowGain_R01_Screen.mp4,04_trial_logs/FrameLog_DK_16.csv,05_contact_event_logs/ContactEvent_DK_16.csv
DK_17,DoorKnocking,LowGain,2,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_LowGain_R02_Screen.mp4,04_trial_logs/FrameLog_DK_17.csv,05_contact_event_logs/ContactEvent_DK_17.csv
DK_18,DoorKnocking,LowGain,3,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_LowGain_R03_Screen.mp4,04_trial_logs/FrameLog_DK_18.csv,05_contact_event_logs/ContactEvent_DK_18.csv
DK_19,DoorKnocking,LowGain,4,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_LowGain_R04_Screen.mp4,04_trial_logs/FrameLog_DK_19.csv,05_contact_event_logs/ContactEvent_DK_19.csv
DK_20,DoorKnocking,LowGain,5,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_LowGain_R05_Screen.mp4,04_trial_logs/FrameLog_DK_20.csv,05_contact_event_logs/ContactEvent_DK_20.csv
DK_21,DoorKnocking,NoCollisionMasking,1,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoCollisionMasking_R01_Screen.mp4,04_trial_logs/FrameLog_DK_21.csv,05_contact_event_logs/ContactEvent_DK_21.csv
DK_22,DoorKnocking,NoCollisionMasking,2,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoCollisionMasking_R02_Screen.mp4,04_trial_logs/FrameLog_DK_22.csv,05_contact_event_logs/ContactEvent_DK_22.csv
DK_23,DoorKnocking,NoCollisionMasking,3,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoCollisionMasking_R03_Screen.mp4,04_trial_logs/FrameLog_DK_23.csv,05_contact_event_logs/ContactEvent_DK_23.csv
DK_24,DoorKnocking,NoCollisionMasking,4,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoCollisionMasking_R04_Screen.mp4,04_trial_logs/FrameLog_DK_24.csv,05_contact_event_logs/ContactEvent_DK_24.csv
DK_25,DoorKnocking,NoCollisionMasking,5,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoCollisionMasking_R05_Screen.mp4,04_trial_logs/FrameLog_DK_25.csv,05_contact_event_logs/ContactEvent_DK_25.csv
DK_26,DoorKnocking,NoAudioFeedback,1,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoAudioFeedback_R01_Screen.mp4,04_trial_logs/FrameLog_DK_26.csv,05_contact_event_logs/ContactEvent_DK_26.csv
DK_27,DoorKnocking,NoAudioFeedback,2,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoAudioFeedback_R02_Screen.mp4,04_trial_logs/FrameLog_DK_27.csv,05_contact_event_logs/ContactEvent_DK_27.csv
DK_28,DoorKnocking,NoAudioFeedback,3,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoAudioFeedback_R03_Screen.mp4,04_trial_logs/FrameLog_DK_28.csv,05_contact_event_logs/ContactEvent_DK_28.csv
DK_29,DoorKnocking,NoAudioFeedback,4,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoAudioFeedback_R04_Screen.mp4,04_trial_logs/FrameLog_DK_29.csv,05_contact_event_logs/ContactEvent_DK_29.csv
DK_30,DoorKnocking,NoAudioFeedback,5,DoorKnocking_Default,01_raw_screen_recordings/DoorKnocking_NoAudioFeedback_R05_Screen.mp4,04_trial_logs/FrameLog_DK_30.csv,05_contact_event_logs/ContactEvent_DK_30.csv
TC_01,TwoCharacter,Direct,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Direct_R01_Screen.mp4,04_trial_logs/FrameLog_TC_01.csv,05_contact_event_logs/ContactEvent_TC_01.csv
TC_02,TwoCharacter,Direct,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Direct_R02_Screen.mp4,04_trial_logs/FrameLog_TC_02.csv,05_contact_event_logs/ContactEvent_TC_02.csv
TC_03,TwoCharacter,Direct,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Direct_R03_Screen.mp4,04_trial_logs/FrameLog_TC_03.csv,05_contact_event_logs/ContactEvent_TC_03.csv
TC_04,TwoCharacter,Direct,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Direct_R04_Screen.mp4,04_trial_logs/FrameLog_TC_04.csv,05_contact_event_logs/ContactEvent_TC_04.csv
TC_05,TwoCharacter,Direct,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Direct_R05_Screen.mp4,04_trial_logs/FrameLog_TC_05.csv,05_contact_event_logs/ContactEvent_TC_05.csv
TC_06,TwoCharacter,PlanarIK,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_PlanarIK_R01_Screen.mp4,04_trial_logs/FrameLog_TC_06.csv,05_contact_event_logs/ContactEvent_TC_06.csv
TC_07,TwoCharacter,PlanarIK,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_PlanarIK_R02_Screen.mp4,04_trial_logs/FrameLog_TC_07.csv,05_contact_event_logs/ContactEvent_TC_07.csv
TC_08,TwoCharacter,PlanarIK,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_PlanarIK_R03_Screen.mp4,04_trial_logs/FrameLog_TC_08.csv,05_contact_event_logs/ContactEvent_TC_08.csv
TC_09,TwoCharacter,PlanarIK,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_PlanarIK_R04_Screen.mp4,04_trial_logs/FrameLog_TC_09.csv,05_contact_event_logs/ContactEvent_TC_09.csv
TC_10,TwoCharacter,PlanarIK,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_PlanarIK_R05_Screen.mp4,04_trial_logs/FrameLog_TC_10.csv,05_contact_event_logs/ContactEvent_TC_10.csv
TC_11,TwoCharacter,Ours,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Ours_R01_Screen.mp4,04_trial_logs/FrameLog_TC_11.csv,05_contact_event_logs/ContactEvent_TC_11.csv
TC_12,TwoCharacter,Ours,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Ours_R02_Screen.mp4,04_trial_logs/FrameLog_TC_12.csv,05_contact_event_logs/ContactEvent_TC_12.csv
TC_13,TwoCharacter,Ours,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Ours_R03_Screen.mp4,04_trial_logs/FrameLog_TC_13.csv,05_contact_event_logs/ContactEvent_TC_13.csv
TC_14,TwoCharacter,Ours,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Ours_R04_Screen.mp4,04_trial_logs/FrameLog_TC_14.csv,05_contact_event_logs/ContactEvent_TC_14.csv
TC_15,TwoCharacter,Ours,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_Ours_R05_Screen.mp4,04_trial_logs/FrameLog_TC_15.csv,05_contact_event_logs/ContactEvent_TC_15.csv
TC_16,TwoCharacter,LowGain,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_LowGain_R01_Screen.mp4,04_trial_logs/FrameLog_TC_16.csv,05_contact_event_logs/ContactEvent_TC_16.csv
TC_17,TwoCharacter,LowGain,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_LowGain_R02_Screen.mp4,04_trial_logs/FrameLog_TC_17.csv,05_contact_event_logs/ContactEvent_TC_17.csv
TC_18,TwoCharacter,LowGain,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_LowGain_R03_Screen.mp4,04_trial_logs/FrameLog_TC_18.csv,05_contact_event_logs/ContactEvent_TC_18.csv
TC_19,TwoCharacter,LowGain,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_LowGain_R04_Screen.mp4,04_trial_logs/FrameLog_TC_19.csv,05_contact_event_logs/ContactEvent_TC_19.csv
TC_20,TwoCharacter,LowGain,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_LowGain_R05_Screen.mp4,04_trial_logs/FrameLog_TC_20.csv,05_contact_event_logs/ContactEvent_TC_20.csv
TC_21,TwoCharacter,NoCollisionMasking,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoCollisionMasking_R01_Screen.mp4,04_trial_logs/FrameLog_TC_21.csv,05_contact_event_logs/ContactEvent_TC_21.csv
TC_22,TwoCharacter,NoCollisionMasking,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoCollisionMasking_R02_Screen.mp4,04_trial_logs/FrameLog_TC_22.csv,05_contact_event_logs/ContactEvent_TC_22.csv
TC_23,TwoCharacter,NoCollisionMasking,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoCollisionMasking_R03_Screen.mp4,04_trial_logs/FrameLog_TC_23.csv,05_contact_event_logs/ContactEvent_TC_23.csv
TC_24,TwoCharacter,NoCollisionMasking,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoCollisionMasking_R04_Screen.mp4,04_trial_logs/FrameLog_TC_24.csv,05_contact_event_logs/ContactEvent_TC_24.csv
TC_25,TwoCharacter,NoCollisionMasking,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoCollisionMasking_R05_Screen.mp4,04_trial_logs/FrameLog_TC_25.csv,05_contact_event_logs/ContactEvent_TC_25.csv
TC_26,TwoCharacter,NoAudioFeedback,1,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoAudioFeedback_R01_Screen.mp4,04_trial_logs/FrameLog_TC_26.csv,05_contact_event_logs/ContactEvent_TC_26.csv
TC_27,TwoCharacter,NoAudioFeedback,2,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoAudioFeedback_R02_Screen.mp4,04_trial_logs/FrameLog_TC_27.csv,05_contact_event_logs/ContactEvent_TC_27.csv
TC_28,TwoCharacter,NoAudioFeedback,3,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoAudioFeedback_R03_Screen.mp4,04_trial_logs/FrameLog_TC_28.csv,05_contact_event_logs/ContactEvent_TC_28.csv
TC_29,TwoCharacter,NoAudioFeedback,4,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoAudioFeedback_R04_Screen.mp4,04_trial_logs/FrameLog_TC_29.csv,05_contact_event_logs/ContactEvent_TC_29.csv
TC_30,TwoCharacter,NoAudioFeedback,5,TwoCharacter_Default,01_raw_screen_recordings/TwoCharacter_NoAudioFeedback_R05_Screen.mp4,04_trial_logs/FrameLog_TC_30.csv,05_contact_event_logs/ContactEvent_TC_30.csv
